resp,size,size.sel,expl,selected,count.sel,cv_prop,elpd,elpd.lq,elpd.uq,elpd.se,diff,diff.lq,diff.uq,diff.se
D02,12,1,F19,FALSE,0,0.940828402366864,-615.62092970291,-636.519963023061,-594.721896382759,12.7057100873375,-4.04225784567579,-8.06821263440083,-0.0163030569507585,2.44760671877329
D02,13,1,C15,FALSE,0,0.729783037475345,-618.769251812571,-639.653202687075,-597.885300938067,12.6965406114644,-7.19057995533663,-11.4952024663801,-2.88595744429321,2.61702466439005
D02,14,1,E07,FALSE,0,0.660749506903353,-621.002930461337,-641.952725191844,-600.053135730831,12.7365708335607,-9.42425860410307,-13.9128891558273,-4.93562805237879,2.72889360984867
D02,15,1,A10,FALSE,0,0.664694280078896,-621.372949254937,-642.239976468227,-600.505922041646,12.6862517560087,-9.79427739770233,-14.400449079977,-5.18810571542767,2.80035354319741
D02,16,1,A13,FALSE,3,0.806706114398422,-621.751382089681,-642.614265058722,-600.888499120639,12.6837322344044,-10.1727102324463,-14.8705551761542,-5.4748652887383,2.85608692878942
D02,17,1,C02,FALSE,0,0.676528599605523,-622.056431764057,-643.027103854808,-601.085759673307,12.7492633673534,-10.4777599068228,-15.3864882658577,-5.56903154778793,2.98429494187431
D02,18,1,E10,FALSE,0,0.451676528599606,-621.965515002886,-642.858570488569,-601.072459517204,12.7020758220322,-10.3868431456519,-15.3124706741483,-5.46121561715539,2.9945689074021
D02,19,1,B34,FALSE,1,0.930966469428008,-622.01550548716,-642.820089909519,-601.2109210648,12.6482892346588,-10.4368336299252,-15.4869177473422,-5.38674951250818,3.07023314091279
D02,20,1,D33,FALSE,2,0.702169625246548,-621.438845341976,-642.225204799967,-600.652485883985,12.6372092430596,-9.86017348474158,-15.0180048780552,-4.70234209142798,3.135738833414
D02,21,1,D35,FALSE,1,0.816568047337278,-620.4688232016,-641.125674739004,-599.811971664197,12.5584740179514,-8.890151344366,-14.0412657361612,-3.73903695257079,3.13165518645094
D02,22,1,C16,FALSE,0,0.85207100591716,-619.496330253797,-640.133514663705,-598.859145843888,12.5465172534267,-7.91765839656215,-13.2621065573187,-2.57321023580562,3.24919377213023
D02,23,1,A32,FALSE,0,0.698224852071006,-621.392696107657,-642.051115556482,-600.734276658833,12.5594272404118,-9.81402425042269,-15.2658587281614,-4.36218977268398,3.31448001719338
D02,24,1,B35,FALSE,0,0.54043392504931,-621.000227784275,-641.611197918816,-600.389257649735,12.5305801056234,-9.42155592704088,-14.9222372534348,-3.92087460064692,3.3441767925507
D02,25,1,B37,FALSE,0,0.32741617357002,-621.424514730732,-642.073192212606,-600.775837248858,12.5535045450482,-9.84584287349775,-15.3320702040905,-4.35961554290498,3.33538938705494
D02,Inf,1,,,,,-618.297831754528,-638.327850519831,-598.267812989226,12.1773867516865,-6.71915989729386,-12.9606308905968,-0.477688903990879,3.79454493155768
D03,0,1,,,,,-666.320479276656,-684.117653100102,-648.52330545321,10.8199134146854,-62.8416287584286,-80.6436116241324,-45.0396458927249,10.8228371047809
D03,1,1,B02,TRUE,2,1,-616.13690072166,-638.076315861782,-594.197485581538,13.3382173225858,-12.6580502034324,-21.0352445331662,-4.2808558736986,5.09297252501419
D03,2,1,B05,FALSE,1,1,-611.495296817197,-633.596268169244,-589.39432546515,13.4364365253632,-8.01644629896962,-15.2729724744559,-0.759920123483317,4.41165466433348
D03,3,1,D35,FALSE,1,0.928994082840237,-617.120570510745,-639.86039897834,-594.38074204315,13.8248340733761,-13.6417199925169,-20.1930643029655,-7.09037568206824,3.98293453174355
D03,4,1,A26,FALSE,0,0.988165680473373,-611.813294177931,-634.65037672042,-588.976211635442,13.8839603526392,-8.33444365970343,-13.9366407148735,-2.73224660453337,3.40589397340663
D03,5,1,A28,FALSE,0,0.788954635108481,-615.062723518274,-637.952585645482,-592.172861391067,13.9160480617543,-11.5838730000464,-16.4806395508253,-6.68710644926753,2.97702267882306
D03,6,1,C01,FALSE,0,0.990138067061144,-607.056905303235,-629.688280098772,-584.425530507699,13.7588989225023,-3.57805478500767,-7.64023726731713,0.484127697301784,2.46963159259234
D03,7,1,B08,FALSE,1,0.96646942800789,-607.237146681642,-629.810034407544,-584.664258955739,13.7233413089396,-3.75829616341389,-7.67875616909161,0.162163842263822,2.38347044468862
D03,8,1,B36,FALSE,0,0.727810650887574,-608.692361656802,-631.304592585216,-586.080130728387,13.7472602776963,-5.21351113857404,-8.86146428080372,-1.56555799634435,2.21779803531254
D03,9,1,A27,FALSE,0,0.968441814595661,-607.332018861104,-630.051126893877,-584.61291082833,13.8122369434663,-3.85316834287581,-7.16294863873418,-0.543388047017434,2.01220354299406
D03,10,1,D32,FALSE,0,0.607495069033531,-612.222523430559,-635.005068237374,-589.439978623743,13.8508037636396,-8.74367291233095,-11.59600547936,-5.89134034530196,1.73409507100971
D03,11,1,E08,FALSE,0,0.70414201183432,-610.543662348548,-633.2408863014,-587.846438395696,13.7989323675679,-7.06481183032023,-9.47388514773185,-4.65573851290862,1.46461258189674
D03,12,1,E10,FALSE,0,0.956607495069034,-608.088158324221,-630.739411970727,-585.436904677714,13.7709844057601,-4.60930780599296,-6.65533362899942,-2.5632819829865,1.24389537736468
D03,13,1,A33,FALSE,0,0.994082840236686,-603.478850518228,-625.855059093771,-581.102641942684,13.6037688757844,0,0,0,0
D03,14,1,F11,FALSE,0,0.832347140039448,-605.942052939274,-628.432831148467,-583.451274730082,13.6734222672908,-2.46320242104653,-4.34091039273118,-0.585494449361892,1.14156538972087
D03,15,1,F19,FALSE,0,0.73767258382643,-606.401527746537,-628.77943509192,-584.023620401153,13.6048016545145,-2.92267722830883,-5.09776908454348,-0.747585372074182,1.32236195403351
D03,16,1,C06,FALSE,0,0.82051282051282,-608.010886867727,-630.383065827507,-585.638707907946,13.6013190433512,-4.53203634949887,-7.01422390589217,-2.04984879310557,1.50906288299569
D03,17,1,F01,FALSE,0,0.915187376725838,-604.046242507463,-626.434008938189,-581.658476076737,13.6107955528047,-0.567391989235243,-3.26010115132575,2.12531717285526,1.63705093144434
D03,18,1,F21,FALSE,1,0.887573964497041,-604.147811321349,-626.608108901126,-581.687513741571,13.654891360397,-0.668960803120937,-3.32690162456953,1.98898001832765,1.61591328121685
D03,19,1,A25,FALSE,0,0.828402366863905,-607.392084648504,-629.979766877736,-584.804402419273,13.7323357283134,-3.91323413027671,-6.67469828327873,-1.15176997727469,1.67885099789703
D03,20,1,D34,FALSE,1,0.455621301775148,-611.391024571941,-633.982758751564,-588.799290392319,13.734799139236,-7.91217405371383,-10.9397590755797,-4.88458903184793,1.84064099823712
D03,21,1,C15,FALSE,0,0.625246548323471,-613.092756578637,-635.58087547028,-590.604637686994,13.6718055170185,-9.61390606040958,-12.8802097275635,-6.34760239325567,1.98577162954468
D03,22,1,C18,FALSE,1,0.631163708086785,-612.139602340905,-634.520671195274,-589.758533486536,13.6067237155011,-8.66075182267736,-11.9825865201104,-5.33891712524436,2.01953209878596
D03,23,1,A18,FALSE,0,0.763313609467456,-609.810782343252,-632.194548494725,-587.427016191779,13.6083635557032,-6.33193182502432,-9.81390665824083,-2.8499569918078,2.11689038839882
D03,24,1,A24,FALSE,0,0.692307692307692,-606.835913088479,-629.188394186647,-584.483431990311,13.5893435938099,-3.35706257025078,-6.89295056372419,0.178825423222625,2.14966726250695
D03,25,1,A32,FALSE,0,0.471400394477318,-604.53277081159,-626.704569574834,-582.360972048346,13.4794965338871,-1.05392029336239,-4.7698378544496,2.66199726772482,2.25911746808389
D03,Inf,1,,,,,-607.190552205562,-628.978521257619,-585.402583153504,13.2461446386804,-3.71170168733384,-8.14674800477009,0.723344630102412,2.6963167085305
D04,0,7,,,,,-693.89496835603,-705.934260571703,-681.855676140358,7.31936995390038,-44.0765641126601,-57.3802468603285,-30.7728813649917,8.08806481603173
D04,1,7,B02,TRUE,2,1,-676.924793477729,-691.008698067164,-662.840888888293,8.56240601514092,-27.1063892343582,-38.0060244553304,-16.206754013386,6.6265076979362
D04,2,7,B07,TRUE,1,0.800788954635108,-690.823067700548,-706.015588489493,-675.630546911603,9.23639680760046,-41.0046634571775,-50.3476139728966,-31.6617129414584,5.68011059624501
